id,name,city,operating,website_found,primary_service,delivers_aba,bcba_found,autism_relevant,recommend,evidence_url,evidence_quality,notes
6885,Prestige Workforce,Jacksonville,Y,https://prestigeworkforce.org/vocational-rehabilitation/,"Supported employment / vocational rehabilitation services for people with disabilities: job placement, interview training, resume help, career workshops, on-the-job training, self-advocacy training and youth transition peer mentoring",N,N,unclear,KEEP_OTHER,https://prestigeworkforce.org/vocational-rehabilitation/,HIGH,"Not a labor-broker staffing agency: the service recipients are the disabled clients themselves, with the VR page listing ""Job Placement, Interview Training, Professional Resumes, Career Workshops, On the Job Training"" plus self-advocacy training and youth transition mentoring for people on SSDI/SSI going through Vocational Rehabilitation — i.e. supported employment, an explicit KEEP_OTHER service. Caveat flagged: autism is never named (only ""individuals with mental and physical disabilities""), the About page calls the nonprofit ""a leading employment agency,"" and the site's SSL certificate has expired so http://www.prestigeworkforce.org was unreachable and the bare host was used instead."
6995,"Purple Moon Service Center, LLC",Jacksonville,Y,http://purplemoonmentalhealth.com/,"Solo outpatient mental health counseling and court-referred anger management classes run by Valjeanne R. Caster, LMHC, Master Addiction Counselor and Certified Anger Management Specialist II",N,N,N,REMOVE,https://purplemoonmentalhealth.com/services,HIGH,"BCBA test fails: the only clinician is ""Valjeanne R. Caster, a Mental Health Counselor,"" credentialed LMHC / Master Addiction Counselor / Certified Anger Management Specialist II, and both the home page and the services page offer only ""anger management and mental health classes."" Autism, ABA and developmental disability appear nowhere on the site, and the entity's NPI record carries a Counselor taxonomy — general mental health and substance-use counseling, which is a REMOVE."
7340,Reaching Milestones,Jacksonville,Y,https://reachingmilestones.com/our-services/,"Center-based and 1:1 ABA therapy for children with autism — language and behavior skills, social skills program, challenging behavior reduction, self-help/toilet training; ABA only, no speech/OT/PT",Y,Y,Y,KEEP_ABA,https://reachingmilestones.com/our-services/,HIGH,"Despite the developmental-sounding name this is a single-discipline ABA provider, not a multidisciplinary pediatric clinic: the dedicated services page (distinct from the home page) lists only ABA Therapy, Language and Behavior Skills, Social Skills Program, Challenging Behavior Reduction and Self-Help Skills, stating ""Applied Behavior Analysis (ABA) is important in the treatment of autism"" and that ""a Board Certified Behavior Analyst"" leads each treatment team. Speech, occupational, physical and feeding therapy appear nowhere on the site, and the Jacksonville site is a real service center (its own grand-opening announcement for the Jacksonville autism center), not a corporate office."
7362,"Sade Behavior Therapy, Inc.",Jacksonville,Y,http://www.sadebehavior.com/,"ABA therapy for young learners with autism — Early Learner's Program day/morning/afternoon sessions using Discrete Trial Training and Natural Environment Training, BCBA treatment planning, supervision, caregiver training and IEP support",Y,Y,Y,KEEP_ABA,https://sadebehavior.com/services/,HIGH,"BCBA test passes on both prongs: owner Yaisy Costales Sade, MS, BCBA is named, and the dedicated services page (compared against the home page) describes direct ABA ""delivered by BCBA, BCaBA, or therapist"" combining ""Discrete Trial Training and Natural Environment Training"" for children ""diagnosed with autism spectrum disorder or a related disability."" Medicaid is listed among accepted funders alongside Aetna, BCBS, Cigna, Humana, Magellan and Tricare, supplying the ABA-billing second signal."
6684,"Sarah Robinson, PhD",Jacksonville,Y,https://www.baptistjax.com/doctors/behavior-analyst/dr-sarah-robinson-phd,Applied behavior analysis and parent training for autism spectrum disorders and developmental disabilities; individual BCBA practicing at Wolfson Children's Behavioral Health - Southbank,Y,Y,Y,KEEP_ABA,https://www.baptistjax.com/doctors/behavior-analyst/dr-sarah-robinson-phd,HIGH,"Her own Baptist Health provider page lists specialty ""Behavior Analyst,"" certification by the ""Behavior Analyst Certification Board,"" and expertise in ""Applied Behavior Analysis"" and ""Autism Spectrum Disorders"" with ""Parent Training"" — provider-specific content, not site chrome. Record had no stored website and its phone (904) 202-2000 is the Baptist Health main switchboard, not her clinic line 904.396.4942 at 1650 Prudential Dr Ste 210."
6944,"Social Care Services, LLC",Jacksonville,Y,https://socialcareservices.net/testing,"Autism diagnostic evaluation (ADHD/Autism testing, ages 3-99) inside an outpatient mental-health and psychiatric practice; not home care, supported living or social-skills programming",N,N,Y,KEEP_OTHER,https://socialcareservices.net/testing,HIGH,"The dedicated testing page (not chrome) states evaluations assess ""social communication and interaction skills"" with ""Autism: ages 3-99,"" and named clinicians Dr. Hoover Hall and Dr. Christine Walker each have their own ADHD/Autism testing pages, so autism evaluation is a real service line rather than incidental. The rest of the practice is general therapy, psychiatric evaluation and medication management, and no BCBA, RBT or ABA content appears anywhere on the site."
6784,The ART of Healing Jacksonville,Jacksonville,Y,https://www.psychologytoday.com/us/therapists/the-art-of-healing-jacksonville-llc-jacksonville-fl/266140,"Solo online general mental-health counseling practice (Melissa Brown, LMHC) for life transitions, depression and anxiety; 'ART' is neither Accelerated Resolution Therapy nor an autism service",N,N,N,REMOVE,https://www.psychologytoday.com/us/therapists/the-art-of-healing-jacksonville-llc-jacksonville-fl/266140,MEDIUM,"Stored website theartofhealingjax.com does not resolve (DNS failure on both www and bare host across two attempts), and the live listing shows one LMHC ""Available online only"" whose top specialties are ""life transitions, depression, and anxiety"" with autism absent from the issue list. Listed phone (904) 454-8452 differs from the stored (904) 236-8344, so the stored contact data is stale too."
8887,The Blue Journey bts,Jacksonville,Y,https://thebluejourneybts.com/,"ABA therapy delivered in home, community and school settings for children, teens and adults with special needs, plus 40-hour RBT certification training and BCaBA/RBT supervision",Y,unclear,Y,KEEP_ABA,https://thebluejourneybts.com/,HIGH,"Own site states they provide ""Applied Behavior Analysis (ABA) services that prioritize the well-being and progress of our clients"" and offer supervision for RBTs and BCaBAs, so RBT staffing supplies the second signal, though no analyst is named anywhere (the /about-us/ and /join-our-team/ pages carry no staff roster). BHCOE lists them as an ""ABA Therapy Provider in Jacksonville Florida"" (zip 32217), confirming Jacksonville is a service location rather than only the Miami head office."
6973,The Mindful Practice,Jacksonville,Y,https://the-mindful-practice.com/jacksonville/,"General outpatient mental-health counseling group (couples, anxiety, depression, trauma/PTSD, grief, teen counseling, EMDR) staffed by MSW/LCSW/MA therapists",N,N,N,REMOVE,https://the-mindful-practice.com/jacksonville/,HIGH,"The Jacksonville location page lists its own local team — Genelle Arandia MSW, Angel Gomez LCSW, Asya Saylor MA and others — with no BCBA and no autism service; the nearest offering is ""ADD/ADHD Counseling."" Autism spectrum disorder is named nowhere as a service line, so this fails the BCBA test outright and is general counseling."
8811,Adaptive Center,Miami,Y,https://adaptivecenter.net/,"Drug and alcohol addiction treatment for adults with co-occurring depression and anxiety, using psychotherapy, cognitive and Morita therapy, Zen meditation and yoga",N,N,N,REMOVE,https://adaptivecenter.net/,HIGH,"""Adaptive"" here has nothing to do with adaptive skills, adaptive recreation or ABA — the site describes a substance-use program serving ""only 15 people at a time"" in a ""supervised, bilingual, real life environment,"" and rehab directories list it as Adaptive Center - Coral Way, Miami. No BCBA, RBT, ABA, autism, speech, OT or PT content appears anywhere, so this is substance-use treatment."
6035,ALOS Integrated Therapy,Miami,Y,http://www.alos.org/clinicians,"ABA therapy for children with autism spectrum disorder in home, school, clinic and community settings, alongside psychological evaluation, psychotherapy and nutrition services",Y,Y,Y,KEEP_ABA,http://www.alos.org/clinicians,HIGH,"The clinicians page names two board-certified behavior analysts — Elvin Alvarez, Psy.D., LMHC, BCBA (Clinical Director) and Yordalys Rodriguez, M.S., BCBA (Regional Coordinator) — while a separate service page describes ""Autism Behavior Analysis"" as ""a team approach to helping families with children on the autism spectrum,"" so the two pages corroborate each other rather than repeating chrome. Stored website, Miami address (2730 SW 3rd Ave Ste 800) and phone 786.641.5326 all match the record."
6547,Autism Specialty Group,Miami,Y,https://www.autismspecialtygroup.com/aba-therapy-miami,"ABA therapy for autistic children from 18 months to 17 years in home, school, daycare and community settings, with free Comprehensive Diagnostic Evaluations for families starting services",Y,Y,Y,KEEP_ABA,https://www.autismspecialtygroup.com/aba-therapy-miami,HIGH,"The location-specific ABA page — one of several distinct ones (Miami, South Miami, North Miami), so not site chrome — states ""Our Board-Certified Behavior Analysts (BCBAs) and Registered Behavior Technicians (RBTs) create individualized treatment plans"" and details three age-banded programs from Early Intervention through Teen/Pre-Teen. RBT staffing plus Florida Medicaid among the listed payers is the second signal; office address is 64 NW 54th Street, Miami, FL 33127."
6565,Behavioral Neurodiversity Specialists,Miami,Y,https://www.bnsneurospecialists.com/,"ABA therapy for neurodivergent children, marketed with neurodiversity-affirming language; no other service line is described",Y,unclear,Y,KEEP_ABA,https://www.bnsneurospecialists.com/,MEDIUM,"The site is a single near-placeholder landing page with no staff, address or service pages, but it is titled ""Behavioral Neurodiversity Specialists- ABA Therapy"" and names ""ABA Therapy for Neurodivergent children,"" and Yelp categorizes the business under ""Behavior Analysts"" at 999 Brickell Ave with an active LinkedIn ""Board Certified Behavior Analyst (BCBA)"" job posting. No BCBA or RBT could be named — the NPI registry page renders no data to a fetcher and Yelp blocks robots — so a BCBA is inferred from the hiring posting rather than confirmed, and the ABA claim rests on one own-site line."
7086,Better Support Service,Miami,unclear,,"Home health agency / family-medicine clinic at the Miami (10691 N Kendall Dr) address; the corporation's Behavior Analyst NPI sits at a different, Hollywood FL address",N,N,N,REMOVE,https://npiregistry.cms.hhs.gov/api/?version=2.1&organization_name=Bett-er*&limit=20,MEDIUM,"No stored website; bettersupportservice.com and www.bettersupportservice.com both fail DNS ('Name or service not known'), so nothing on the company's own site could be loaded. NPI registry shows BETT-ER SUPPORT & SERVICE INC at the record's exact phone 786-534-7172 and address with taxonomies 'Family Medicine', 'Clinic/Center' and 'Home Health' — the one 'Behavior Analyst' NPI (1417601865) is at 2450 Hollywood Blvd, Hollywood, not this Miami location, and no BCBA, RBT or ABA service page exists anywhere; only Yelp/Beaming Health aggregators call it ABA."
6624,Children Autism Help,Miami,unclear,,Not established — no loadable site and no registry record,unclear,N,unclear,UNCLEAR,https://npiregistry.cms.hhs.gov/api/?version=2.1&organization_name=Children*&state=FL&taxonomy_description=Behavior%20Analyst&limit=50,MEDIUM,"childrenautismhelp.com still will not load (bare host and www both return 'robots.txt fetch failed: ConnectTimeout'), matching the prior audit's three failed attempts, so I switched to the registry route as instructed. NPI returns zero results for 'Children Autism Help' and for the wildcard 'Children*Autism*' in FL, and a full listing of the 27 Florida 'CHILDREN*' behavior-analyst organizations contains none with 'Autism' in the name and none at phone 786-878-1331 — no evidence the entity exists as a licensed provider."
6636,Cs Behavioral Services,Miami,Y,https://www.csbehavioralmiami.com/,ABA therapy for children with autism and ADHD,Y,Y,Y,KEEP_ABA,https://www.csbehavioralmiami.com/,HIGH,"A dedicated Methodologies page details ABA techniques — 'Pivotal Response Training (PRT)', 'Verbal Behavior', 'Token Economy' — alongside a separate 'ABA Blog' section, so the ABA claim varies by page rather than being nav/footer chrome. No individual BCBA is named on the site, but NPI 1922700756 for CS BEHAVIORAL SERVICES INC carries the taxonomy 'Behavior Analyst', supplying the second signal."
6892,Easter Seals Demonstration School,Miami,Y,https://southflorida.easterseals.com/get-support/areas-of-support/education-services/kindergarten-8th-grade-special-education,"Private K-8 special-education day school for autism (Easterseals Academy) with on-site occupational, physical and speech therapy",N,N,Y,KEEP_OTHER,https://southflorida.easterseals.com/get-support/areas-of-support/education-services/kindergarten-8th-grade-special-education,HIGH,"SCHOOL — and a DISTINCT PROGRAM of Easterseals South Florida rather than the same entity renamed: now branded Easterseals Academy, 'a specialized private school for students with autism spectrum disorder or related developmental disabilities' serving 'Kindergarten through 8th grade' with 'On-site therapy (OT, PT, and ST) available for those who qualify'; ABA is not offered. Stored website is the affiliate homepage rather than the school page, and the school shares the 1475 NW 14th Ave campus with parent record 6729, so this is not a duplicate but it should be filed as a school, not a therapy provider."
6729,Easterseals South Florida,Miami,Y,https://southflorida.easterseals.com/get-support/areas-of-support,"Disability services agency: early intervention (0-3), Child Development Center, Head Start/Early Head Start, K-8 Easterseals Academy, Culinary Arts high school program (14-22), adult day training and supported-employment training",N,N,Y,KEEP_OTHER,https://southflorida.easterseals.com/get-support/areas-of-support/education-services,HIGH,"Named service lines on the programs pages are 'Early Intervention Services', 'Child Development Center (CDC)' ages 0-3, 'The Children's Village at Lotus Village' ages 3-5, 'Elementary and Middle School Academy (Private School)' Pre-K-8, 'Culinary Arts High School Program' ages 14-22, Head Start/Early Head Start, plus 'Adult Day Care Services' and 'Employment Training' — the adult day training and employment training are lifespan services that qualify it. Autism appears in program copy ('students with autism spectrum disorder or related developmental disabilities'), not only in chrome; no ABA line is advertised, and record 6892 is one of this agency's programs, so keep both but do not treat 6892 as a separate provider organization."
7249,Grove Therapy | Carolyn Wheeler-Garcia Licensed Psychotherapist,Miami,Y,https://coconutgrovetherapy.com/,"General outpatient psychotherapy — individual, couples and family therapy for anxiety, mood and substance-use disorders",N,N,N,REMOVE,https://coconutgrovetherapy.com/therapy-services/,HIGH,"Two pages compared: the practice treats 'Anxiety Disorders', 'Mood Disorders' and 'Substance Use and Addiction Disorders' using 'COGNITIVE BEHAVIORAL THERAPY (CBT)', 'THE GOTTMAN METHOD' couples therapy and mindfulness, with no autism, ASD or psychological-testing mention on either page. She presents as a 'Licensed Psychotherapist' rather than a licensed psychologist and performs no autism diagnostic evaluation, so this is general mental-health counseling despite the record's 'Licensed Psychologist' framing."
7425,"Lisa L. Rappa, OT",Miami,unclear,,Solo-proprietor occupational therapy; pediatric-versus-adult focus and a Miami practice location could not be established,N,N,unclear,UNCLEAR,https://npiregistry.cms.hhs.gov/api/?version=2.1&number=1255420097,MEDIUM,"No stored website and none exists: the only Florida NPI match (1255420097) is a sole-proprietor OT in PALM COAST carrying the generic taxonomy 225X00000X rather than pediatric 225XP0200X, with a phone and address that do not match the record. Nothing but a Birdeye aggregator places a Lisa Rappa in Miami Gardens, so neither the pediatric-vs-adult population nor an accessible practice could be established."
6653,Lotus Behavioral Interventions,Miami,Y,http://www.lotusbehavior.com/,"ABA therapy, autism assessment, parent training, social skills groups and respite care",Y,Y,Y,KEEP_ABA,http://www.lotusbehavior.com/,HIGH,"Founder Karelix Alicea is listed as 'M.S., BCBA, ITDS' and the organization describes 'an elite team of board certified behavior analysts and technicians', with a dedicated ABA page calling it 'the #1 evidence-based treatment for children with autism'. The required second signal is present in the separate Autism Assessment, Parent Training, LOTUS BUDS social-skills and respite service pages rather than repeated nav text."
7093,Mailman Center for Child Development,Miami,Y,https://umiamihealth.org/en/locations/mailman-center-for-child-development,"Academic research, LEND professional-training and advocacy center; the patient-accessible piece is a general Pediatric Psychology Clinic (anxiety, mood, ADHD, behavior, sleep, feeding, trauma)",N,N,N,REMOVE,https://umiamihealth.org/en/treatments-and-services/pediatrics/developmental-and-behavioral-health-(pediatrics)/mailman-center-services/pediatric-psychology-clinic,HIGH,"Its own pages call it 'an academic center at the University of Miami Miller School of Medicine' delivering 'Research, Clinical service, Training for professionals, Parental workshops, Advocacy', and the med.miami.edu hub is overwhelmingly LEND/research/clinical-training content; families CAN book the Pediatric Psychology Clinic ('To schedule an appointment... please call 305-243-6857', 'Children up to the age of 21'), but its listed conditions are 'anxiety and mood disorders including depression, tantrums and oppositional behavior, management of ADHD symptoms, social skills, sleep problems, trauma' with no autism diagnostic evaluation and Medicaid excluded. TRAP 2: UM's autism clinical work belongs to separately named entities — UM-NSU CARD (card.miami.edu) and the UM Autism Spectrum Assessment Clinic (umasac.psy.miami.edu) — not to this record."
8876,Mindful Connections ABA,Miami,Y,https://mindfulconnectionsaba.com/,"In-home, school-based and community ABA therapy for children with autism; parent training and RBT-delivered sessions",Y,Y,Y,KEEP_ABA,https://mindfulconnectionsaba.com/equipo,HIGH,"Passed the BCBA test on both required signals: the team page names Sergio A. Torres as a Board Certified Behavior Analyst plus eight staff each listed as RBT, and the companion site (same phone) lists Sunshine Health, Molina and Florida KidCare as in-network, which is Medicaid ABA billing. Team-page content is distinct from the homepage, so this is service content rather than site chrome."
7277,My Educational Solutions,Miami,Y,https://myeducationalsolutions.com/,"Special education / IEP advocacy and consulting - attending IEP meetings, reviewing data and advising parents on rights; no direct therapy delivered",N,N,Y,REMOVE,https://myeducationalsolutions.com/,HIGH,"Record had no stored website; located via the stored phone 954-751-2300, which matches myeducationalsolutions.com (Hollywood and Miami offices) - the ambiguous ""Educational Solutions"" name resolves to IEP advocacy, not tutoring, therapy or a school. Owner Krista Barth is a former special-education teacher and Wrightslaw-trained advocate whose service is to ""Attend meetings, Review data, Provide information about parental and child rights"" - advocacy is not on the KEEP_OTHER service list."
6579,Sachs Center,Miami,Y,https://sachscenter.com/autism-adhd-testing-in-miami/,"Autism and ADHD diagnostic evaluation by PsyD/PhD psychologists - but delivered 100% by telehealth from a New York practice, with no Florida office",N,N,Y,REMOVE,https://sachscenter.com/locations/,HIGH,"Locations page states ""We are 100% Telehealth Serving 48 States"" and gives only one physical address, ""235 West 76th Street, Suite 1B, NY, NY 10023"" - the Miami page is a service-area landing page, not a service location, so the stored Miami address would map a pin to an office that does not exist. The service itself is legitimate (""comprehensive virtual diagnostic evaluation"" for autism), so it could be re-listed as out-of-state telehealth if the directory admits that, but not as a Miami location."
6625,SND Professional Services LLC,Miami,Y,http://sndtherapy.com/,"ABA therapy - in-home, school-based and center-based - plus parent training and functional behavior assessments for children with autism",Y,Y,Y,KEEP_ABA,http://sndtherapy.com/services/,HIGH,"Opaque ""SND"" name resolves to a real ABA agency, not support coordination: the services page says programs are delivered by ""Board Certified Behavior Analysts (BCBAs) and implemented by Registered Behavior Technicians (RBTs)"" and About Us states the mission is ""to make a difference in the lives of children with autism and developmental needs"". Second signal from NPI registry: NPI 1295444180, SND PROFESSIONAL SERVICES LLC, taxonomy ""Behavior Analyst"", 2260 SW 8th St Miami, stored phone 786-568-7565."
6880,Special Needs Solution,Miami,Y,https://therapist.miami/,"General mental health counseling / behavioral health therapy by a licensed clinical social worker, treating ADHD, autism, anxiety, depression and trauma; not ABA, not home care, not support coordination",N,N,N,REMOVE,https://therapist.miami/,HIGH,"STORED-WEBSITE MISMATCH: specialneedssolution.net 302-redirects to therapist.miami, a differently branded counseling practice led by Dr. Sloan Bruan Lorenzini, ""Licensed Clinical Social Worker (license SW 17559)"" - an LCSW using behavioral methods, which the BCBA test excludes. Autism appears only inside a general clinical list, ""people navigating ADHD, autism, anxiety, depression, trauma"", i.e. general mental health serving autistic clients among many others."
6012,The Victory Center for Autism & Related Disabilities,Miami,Y,https://thevictoryschool.org/about/,"Nonprofit full-day year-round special-education school for autism delivering ABA in the classroom, plus vocational, transition and adult day programs",Y,unclear,Y,KEEP_ABA,https://thevictoryschool.org/about/,HIGH,"SCHOOL FLAG: own About page describes a 501(c)(3) school delivering ""comprehensive individualized treatment"" through Applied Behavior Analysis at ""1:1, 2:1 and 3:1 student/teacher ratio, in a classroom setting"", with age-banded programs (Primary 5-10, Middle 11-13, Vocational and Academy 14-18, Hybrid Transition 19-22, Adult 23+), so it also belongs in the schools table and its adult/vocational arm is lifespan-relevant. BCBA could not be confirmed - /the-experience/ and the individual staff pages return a JavaScript redirect wall, so no team page loaded and no named behavior analyst was verified."
