id,name,city,operating,website_found,primary_service,autism_focus,does_autism_diagnostic_eval,recommend,evidence_url,evidence_quality,notes
6614,Better Care Counseling,Clearwater,Y,http://bettercarecounseling.com/,"Solo LCSW-led practice (Michelle Hart Aletkin) — EMDR, CBT, mindfulness therapy for trauma, PTSD, anxiety, grief/pet loss, chronic illness, plus pre-marital counseling and health coaching",N,N,REMOVE,http://bettercarecounseling.com/,HIGH,"Adult trauma/EMDR generalist whose stated population list runs ""anxiety, depression, domestic violence, infertility, grief/loss, health issues, panic, life transitions, PTSD, trauma, relationship issues"" with no autism, ASD or developmental-evaluation string in body or nav. No second page needed since the main service page carries no autism claim at all."
9032,Be Kind To Mind Counseling,Daytona Beach,Y,https://bekindtomind.com/,"General outpatient counseling/psychotherapy for children, teens, adults and couples; specializations are ART, Brainspotting, Play Therapy, and immigration psychological assessments",N,N,REMOVE,https://bekindtomind.com/specializations,HIGH,"The only autism string is a generalist condition list on the homepage (""ADHD, autism, depression, relationship stress"") plus the site-wide tagline ""Anxiety, Trauma, OCD, Neurodivergence, Couples, and Relationship Challenges"" that repeats as chrome on every page. The Specializations page names only ART, Brainspotting, Play Therapy and Immigration Psychological Assessments — no autism service and no autism diagnostic evaluation."
7019,Daytona Beach Counseling Center,Daytona Beach,unclear,https://www.opendoorscounselingnetwork.com/,"Stored domain now redirects to a general counselor referral network offering individual, couples, family, grief, trauma, addiction and adolescent counseling",N,N,REMOVE,https://www.opendoorscounselingnetwork.com/,HIGH,"STORED-WEBSITE MISMATCH: daytonabeachcounselingcenter.com 302-redirects to opendoorscounselingnetwork.com, which brands itself ""Where Hope Begins Counseling Network (formerly Open Doors Counseling Network)"" and describes itself as ""a Directory of local counselors at different locations"" — the named practice no longer has its own site. No autism, ASD, or evaluation mention appears anywhere on the destination site."
8971,Embridge Counseling Services,Daytona Beach,Y,http://www.embridgecounselingservices.com/,"In-home and online psychotherapy plus mental health assessments across Volusia, Flagler, Osceola, Orange, Polk and Seminole counties for adults, children, couples and families",N,N,REMOVE,http://www.embridgecounselingservices.com/,HIGH,"The site's own service/condition listing covers ""anxiety, depression, PTSD, ADHD, anger management, grief, and relationship issues"" with no occurrence of autism, ASD, neurodevelopmental, or ADOS anywhere on the main service page, so no second page was needed. ""Mental health assessments"" is generic intake language, not autism diagnostic evaluation."
10363,New Beginnings Counseling,Daytona Beach Shores,unclear,,unclear,unclear,unclear,REMOVE,,LOW,"No stored website; searches for ""New Beginnings Counseling"" with Daytona Beach Shores, with Daytona Beach, and with the stored phone returned only aggregator profiles (Healthgrades, Yelp, Yellowpages, Nextdoor) and unrelated same-name practices elsewhere (nbcounselingsolutions.com, begincounselingwithus.com) — no site belonging to this practice exists, and its listed phone is a Rhode Island 401 area code. Nothing establishes any autism service, so per trap 3 this is a complete answer and the record cannot be substantiated."
6032,Modern Minds Counseling and Art Therapy,Dunedin,Y,http://www.modernmindscounseling.com/,"Perinatal and maternal mental health counseling — pregnancy, postpartum, women's health, anxiety, depression and trauma — using art therapy and Accelerated Resolution Therapy",N,N,REMOVE,http://www.modernmindscounseling.com/,HIGH,"The practice serves ""mothers navigating pregnancy, postpartum, identity shifts, anxiety, trauma"" and matrescence; the words autism, ASD, neurodivergent and developmental do not appear anywhere on the site's home or services content, so no second page was needed. No evaluation or testing service of any kind is offered."
6731,"Restorative Integrations, Fort Lauderdale EMDR Therapy",Fort Lauderdale,Y,https://restorativeintegrations.com/,Adult EMDR and trauma therapy in a solo private practice in Fort Lauderdale,N,N,REMOVE,https://restorativeintegrations.com/,HIGH,"Site describes only ""EMDR therapy"" and trauma work for ""adults processing past experiences and trauma"" and relationship difficulties ""stemming from past harm"" — no autism, ASD, neurodivergent, or evaluation string appears, so no second page was needed. The www host returned a robots 429; the bare host loaded on retry."
7299,A Peaceful Mind Counseling Group,Fort Myers,Y,https://apmcounseling.org/,"Multi-site general mental health group (Fort Myers, Port Charlotte, Fort Lauderdale) offering EMDR/trauma therapy, psychiatry, couples and family counseling, teen and individual therapy, veterans/first-responder work and addiction treatment",N,N,REMOVE,https://apmcounseling.org/,HIGH,"The site's full service index — trauma/EMDR, psychiatry, couples, teens, individual, first responders, addiction, interventions — contains no autism, ASD, neurodivergent or evaluation string anywhere, so no second page was needed. Populations named are ""individuals, couples, families, teens, veterans, first responders,"" with no developmental-disability or assessment offering."
6809,Prather Behavioral Health and Counseling LLC,Fort Myers,Y,http://pratherbhc.com/,"Solo LMHC practice (Joseph Prather, M.S., LMHC, CCMHC, CFMHE) offering individual, family and couples therapy, supervised visitation, consultation and ""Testing and Evaluation"" for children 5-17, young adults and families",N,unclear,REMOVE,http://pratherbhc.com/,HIGH,"""Autism Spectrum Disorder"" appears only inside the site's long issues-addressed list beside ""Anger Management, Anxiety, Depression, Trauma, PTSD, OCD, Oppositional Defiance, ADD/ADHD, Custody Issues"" — a fifteen-condition generalist list, not a stated focus. ""Testing and Evaluation"" is never described as autism diagnostic work and the only evaluator credential held is Certified Forensic Mental Health Evaluator, pointing to custody/forensic evaluation; two attempts at the /services page returned 429, exhausting the fetch budget."
7000,"SWFL Counseling, LLC",Fort Myers,Y,http://www.swflcounsel.com/,"General Fort Myers counseling practice offering couples/marriage counseling, Christian/faith-based counseling, children's counseling, life transitions, psychiatry services and counselor education",N,N,REMOVE,http://www.swflcounsel.com/,HIGH,"The site's service list is ""Couples/Marriage Counseling, Christian/Faith-based Counseling, Children's Counseling, Life Transitions, Counselor Education"" serving a ""diverse population,"" with no autism, ASD, neurodivergent, developmental, testing or evaluation string present. Two follow-up fetches of the bare host and the psychiatry-services page were blocked by robots.txt failures, exhausting the budget, but the main page already settles it."
6559,"The Onyx Counseling Center, LLC",Fort Myers,Y,,"Solo clinical-social-work counseling practice (NPI 1629556840 registered as Social Worker, Clinical) at 6361 Presidential Ct, Fort Myers",unclear,unclear,REMOVE,,LOW,"No stored website and none exists — searches on the practice name with Fort Myers, and on the name plus autism, surfaced only a Yelp listing, an NPI registry entry taxonomised ""Clinical Social Worker,"" and an @onyx_llc X account, so per trap 3 no aggregator page was fetched or credited. Nothing anywhere states an autism focus or any evaluation service, so the record is unsupportable."
6502,"Creative Counseling Services, Inc.",Gainesville,Y,,"Small general counseling practice at 4001/4010 W Newberry Rd, Gainesville, owned by John E. ""Butch"" Jones, LMHC",unclear,unclear,REMOVE,,LOW,"No stored website and none found — searches on the name with Gainesville, with the stored phone, and with ""website therapists services"" returned only a Greater Gainesville Chamber of Commerce member listing, Yelp, Manta and wellness.com, so per trap 3 no aggregator page was fetched or credited. The chamber listing categorises it simply as ""Mental Health Services,"" with no autism, developmental, or evaluation claim anywhere."
5847,Elite DNA Behavioral Health Therapy & Psychiatry Clinic - Gainesville,Gainesville,Y,https://elitedna.com/locations/gainesville/,"Branch clinic of the Elite DNA chain offering psychiatric care, medication management, psychotherapy, children's mental health, trauma, couples, family and group therapy and telehealth for ages 6+",N,N,REMOVE,https://elitedna.com/locations/gainesville/,HIGH,"TRAP 1 / MULTI-SITE CHAIN: the Gainesville location page's own conditions list is ""ADHD, Anxiety, Depression, Gender Dysphoria, OCD, PTSD, Postpartum Depression, Insomnia, Bipolar Disorder... Stress & Burnout"" — autism, ASD, ABA and developmental do not appear in the location body copy at all, and the page names no clinicians or autism credentials. Any autism/ABA presence is chain-wide chrome elsewhere on elitedna.com, and the chain's own ABA work is attributed to the separately named Fort Myers Occupational Therapy, Speech & ABA Clinic, not this branch."
9103,Learning Curve Counseling,Gainesville,Y,http://www.learningcurvecounseling.com/,"Marriage/couples counseling, premarital and affair-recovery work, plus individual anxiety counseling and online couples courses",N,N,REMOVE,http://www.learningcurvecounseling.com/,HIGH,"Despite the ""Learning Curve"" name, the site is entirely relationship work — nav reads ""Couples Pricing / Couples Courses / In-Person Counseling / Relationship Blueprint Course"" and copy centers on ""rebuilding trust after betrayal""; no psychoeducational, academic, gifted or IQ testing is offered either. Zero autism/ASD/evaluation string on the main service content, so a second page was unnecessary."
6883,Revive Counseling Gainesville,Gainesville,Y,https://revivegnv.com/,"General outpatient counseling for children, adolescents and adults — relationship and trauma therapy",N,N,REMOVE,https://revivegnv.com/,HIGH,"Site states specialization in ""child therapy, adolescent therapy, relationship therapy, trauma therapy"" with no autism, ASD, developmental or psychoeducational-evaluation string anywhere including nav and footer. Treating children is not an autism focus and no assessment/testing service is advertised."
8856,Time For Change Counseling,Gainesville,Y,http://www.atimeforchange.org/,"Court-referred/forensic behavioral programs — domestic violence assessment and BIP, anger management, Moral Reconation Therapy, substance abuse, parenting and prostitution-education classes",N,N,REMOVE,http://www.atimeforchange.org/,HIGH,"The eight listed services are ""Domestic Violence Assessments... BIP and Anger Management, Moral Recognation Therapy (MRT), Mental Health and Substance Abuse, Abuse Evaluation, Parenting Class... Prostitution Education Program"" — adult court-mandated programming. The only ""evaluation"" offered is abuse evaluation, not autism diagnostic evaluation, and autism appears nowhere on the site."
6797,Village Counseling Center of Gainesville - Main Office,Gainesville,Y,http://www.villagecounselingcenter.net/,"Trauma-focused counseling agency — sexual-abuse assessment and treatment, trauma recovery, adoption support, school-based counseling, CBT/DBT/EMDR and trauma-focused occupational therapy",N,N,REMOVE,http://www.villagecounselingcenter.net/,HIGH,"Programs are built entirely around abuse and trauma — ""sexual abuse assessment and treatment,"" ""trauma recovery,"" ""adoption success"" — with no autism, ASD or developmental-evaluation string anywhere including nav and footer. Their assessment offering is sexual-abuse assessment, not autism diagnostic evaluation."
6942,"Blum Counseling Group, LLC",Hollywood,Y,http://www.blumcounselinggroup.com/,"General adult mental-health practice — anxiety, depression, grief/trauma, CBT, clinical hypnotherapy, NeurOptimal neurofeedback, marriage and family therapy, and immigration psychological evaluations",N,N,REMOVE,http://www.blumcounselinggroup.com/,HIGH,"All nine listed services are adult generalist mental health plus ""Immigration Psychological Evaluations"" — an immigration-court evaluation, not a developmental or autism diagnostic one. No autism/ASD string appears anywhere on the site, so no second page was needed."
7312,Your Narrative Counseling & Therapeutic Services,Hollywood,Y,http://www.yournarrativecounseling.com/,"Solo LMFT practice for at-risk youth and families — autism and behavioral therapy, family/marriage therapy, psychological evaluations with court appearances, and an online ABA-based skills program",Y,unclear,KEEP,http://www.yournarrativecounseling.com/,HIGH,"Not chrome — the homepage names ""Autism & Behavioral Therapy"" as one of three top service areas, advertises work with ""Autistic Families"" plus a behavior-analysis credential and a ""New Age ABA"" online skills program, and its own page title is ""Your Narrative Counseling | Autism Evaluation,"" whereas the separate /about page carries only a laundry-list mention (""diagnosed with ADHD, ODD, Anxiety, Depression, Autism, & Trauma related disorders""). Diagnostic capability is unconfirmed: ""psychological evaluations and court appearances"" is offered but ADOS/ADI-R/developmental evaluation is never named."
8946,Adolescent & Adult Psychotherapy Services,Jacksonville,unclear,,unclear,unclear,unclear,REMOVE,,LOW,"No stored website; three searches (exact name + Jacksonville FL, exact name + ""636-9444"", and the phone number alone) returned no site, listing or profile for this practice — only unrelated Jacksonville therapy directories and a similarly named ""Adolescent and Adult Psychiatric Services"" Yelp page, which is a different business name. Nothing establishes it is operating or that it does any autism work, and per instruction no aggregator profiles were used to pad the record."
6561,"Authentic Self Counseling of Jacksonville, LLC",Jacksonville,Y,http://www.authenticselfjax.com/,"Adult and teen outpatient counseling — ADHD counseling and ADHD testing, addiction and family-of-addict therapy, DBT, EMDR, neurofeedback, PTSD, depression and chronic-illness therapy",N,N,REMOVE,http://www.authenticselfjax.com/psychology-testing-for-adhd-diagnosis,HIGH,"The only testing they advertise is ""Psychology Testing For ADHD Diagnosis,"" and that dedicated page's body is literally ""Coming soon.."" with no autism, ASD, ADOS or developmental-evaluation wording; ADHD testing alone is not autism-relevant. Autism appears nowhere on the homepage service list, nav or footer."
7272,Full Potential Counseling,Jacksonville,Y,,Women's therapy practice — trauma/PTSD and postpartum/perinatal counseling for adult women,N,N,REMOVE,,LOW,"fullpotentialcounseling.com blocks automated retrieval entirely (robots.txt disallows all paths on both www and bare host across two attempts), so no page could be loaded and website_found is left empty. Its own indexed page titles — ""Women's Therapist in Jacksonville, FL,"" ""Trauma Therapist Jacksonville FL,"" ""Postpartum Counseling Jacksonville FL"" — describe an adult women's trauma/perinatal practice with no autism or evaluation service surfaced anywhere."
6613,Insight Psychiatry & Counseling,Jacksonville,Y,https://www.insightpsychiatrycounseling.com/,"Psychiatric medication management and integrative psychiatry with supportive therapy and EMDR — depression, anxiety, ADHD, OCD, bipolar; GeneSight pharmacogenetic testing",N,N,REMOVE,https://insightpsychiatrycounseling.com/services/,HIGH,"Judged on service content, not on the presence of a prescriber: both the homepage and the separate /services page list only ""Diagnostic Assessment, Integrative Psychiatry, Depression, Anxiety, ADHD, OCD, Bipolar Disorder, EMDR,"" with no autism, ASD, ADOS or developmental/psychoeducational evaluation on either. ""Diagnostic Assessment"" here is the standard psychiatric intake evaluation and the only testing named is GeneSight pharmacogenetic testing."
6836,"Lotus Moon Counseling, LLC",Jacksonville,Y,https://lotusmooncounselingllc.clientsecure.me/,"Solo adult psychotherapy (Kathryn Post, LMHC) — existential, Jungian, feminist and mindfulness-based therapy for chronic mental health conditions, anxiety, mood and psychotic disorders",N,N,REMOVE,https://lotusmooncounselingllc.clientsecure.me/,MEDIUM,"The ""site"" is a SimplePractice client-booking portal rather than a conventional website, but its published profile is the practice's own content: ""Asperger's Syndrome"" and ""Autism Spectrum Disorder"" appear only inside a ~25-item issues-treated checklist alongside codependency, polyamory, existential crisis and white privilege — exactly the disqualifying pattern of autism listed among many conditions. Adult-focused talk therapy with no assessment or evaluation service of any kind."
7185,McGuire Counseling and Psychotherapy,Jacksonville,Y,http://www.mcguirerecovery.com/,"General outpatient counseling for teens and adults — anxiety, depression, trauma/PTSD, women's issues, drug and alcohol addiction, EMDR and NARM therapy, plus the Aspire and Ascend programs",N,N,REMOVE,http://www.mcguirerecovery.com/,HIGH,"Stored-name check: the domain resolves to ""McGuire Recovery & Psychotherapy"" at 7235 Bonneval Rd, Jacksonville with the record's phone, so it is the same business under a slightly different trading name — not a mismatched site, though the record's ""McGuire Counseling and Psychotherapy"" should be corrected. Its full specialties index names nine service pages (individual, teens, anxiety, depression, women's issues, trauma/PTSD, addiction, EMDR, NARM) and autism/ASD appears in none of them."
6569,Southside Counseling Biofeedback & Stress Management Center,Jacksonville,unclear,,"Solo LMHC counseling practice of Theresa G. Stanford, LMHC, Nationally Certified Biofeedback Therapist — counseling with biofeedback for stress management",unclear,N,REMOVE,,LOW,"No stored website; searched the business name + Jacksonville and the stored (904) 260-4100 number, which returns only listing pages for ""Stanford Theresa G - Southside Counseling Biofeedback & Stress Management,"" i.e. the solo practice of Theresa Stanford, LMHC, NCBT, with no practice-owned site to load and no evidence the practice is still active. The one professional-directory profile I attempted (Psychology Today id 88468) now resolves to an unrelated Jacksonville therapist, so nothing was confirmed loaded; per the no-website rule I did not pad this row with aggregator profiles, and no autism focus or autism evaluation evidence exists — biofeedback/stress-management counseling by an LMHC does not meet the KEEP bar."
6716,ABC Mental Health & Relationship Counseling,Lakeland,Y,http://www.abcmentalhealthcounseling.com/,"General outpatient mental health counseling and marriage/family therapy — individual, couples, family and group therapy, solution-focused",N,N,REMOVE,http://www.abcmentalhealthcounseling.com/,HIGH,"Site describes treating ""children, teenagers, adults, families and couples in both individual and group settings"" with no autism, ASD, or developmental-disability string anywhere, and no testing or diagnostic evaluation offered. Single-page site (nav is only ""Schedule Appointment"" and ""Helpful Forms""), so no second page was needed to rule out chrome-only mentions."
8923,Atala Counseling,Lakeland,Y,https://atalacounseling.com/,"General outpatient counseling — individual counseling for children, adults and seniors, couples therapy, family counseling, therapy intensives, and Mental Health First Aid training",N,N,REMOVE,https://atalacounseling.com/services,HIGH,"Site is a solo Lakeland practice (Atala Counseling) whose service content names only individual, couples and family therapy for anxiety, depression, trauma and life transitions. No autism, ASD, developmental or evaluation string appears on any page loaded, including nav and footer, so there is not even a chrome-level mention to discount."
6897,"Black Swan Counseling Services, LLC",Lakeland,Y,https://blackswancounseling.com/,"General/relationship-focused outpatient counseling — individual, couples and family therapy plus ""Polycule Counseling"" for polyamorous and ENM clients; specialties are trauma/PTSD, LGBTQ+, anxiety, depression, sex therapy",N,N,REMOVE,https://blackswancounseling.com/,HIGH,"Clinician specialty lists run to roughly 25 items (trauma, LGBTQ+, polyamory/kink, divorce, sex therapy, video game addiction) and autism/ASD appears in none of them; no testing or diagnostic evaluation is offered. The stored www host returned a robots 429, so the bare host was loaded instead — same site, adult-relationship therapy practice."
8803,Counseling and Testing Services,Lakeland,Y,http://counselingandtesting.com/,"Solo clinical-psychology practice (Dr. Jeanene Robinson-Kyles) — general psychotherapy for toddlers through elders plus assessment ""used at the office to designate specific learning and mental health disabilities, as well as personality concerns""",N,unclear,REMOVE,https://www.psychologytoday.com/us/therapists/robinson-kyles-counseling-and-testing-services-lakeland-fl/210526,MEDIUM,"The ""testing"" in the name is defined only as ""Assessment measures are used at the office to designate specific learning and mental health disabilities, as well as personality concerns"" — learning-disability and psychopathology/personality testing, with no ADOS-2, ADI-R, or developmental/autism evaluation named on the own site or the profile. Autism appears solely as one checkbox in an 80+ item Psychology Today expertise list, which is directory boilerplate rather than a stated focus, and the practice's own one-page site (loaded twice) contains no autism, ASD, developmental, psychoeducational, gifted, or IQ string at all."
7233,Creative Community Counseling,Lakeland,Y,,"Solo LMHC practice (Cathy Ghent, MS, LMHC) trading as Creative Community Counseling, Inc. — family, couples and adult/child therapy in Lakeland",N,N,REMOVE,,LOW,"The stored cathyghent.com/contact-me is a personal-name domain that does correspond to this business, but it could not be loaded in three attempts (DNS/robots failures on www, bare host, and the site root), so no page is confirmed loaded; service content does live elsewhere on the domain, whose indexed page titles read ""Home: Family Therapy | Couples Therapy | Lakeland, FL 33813"" and ""Links & Resources ... Adult Child Therapy"" with no autism string. NPI registry classifies the corporation as Community Behavioral Health — a general counseling practice, with no autism focus or diagnostic evaluation found."
9116,Cue Counseling Center,Lakeland,Y,http://cuecounseling.com/,"Solo LCSW practice (Deborah Boynton) — CBT/DBT therapy for adults and couples covering anxiety and life transitions, plus telehealth, mentorship, RTM trauma/PTSD therapy and Gottman couples counseling",N,N,REMOVE,http://cuecounseling.com/,HIGH,"The site's own service nav is ""Telehealth Services, Mentorship Services, RTM (Therapy for Trauma and PTSD), Gottman Couples Counseling"" and the stated audience is ""women, men, and couples"" facing professional stress and relationship challenges — adult-focused, with no autism, ASD, or developmental string and no testing offered. No autism mention on the main service page, so no second page was needed."
6768,Family Life Counseling Center,Lakeland,Y,https://www.familylifecounselingcenter.com/,"Multi-site Christian counseling group (14 offices across Lake, Orange and Polk counties, HQ Clermont) — individual, couples, family and teen therapy, play therapy, EMDR/Brainspotting, psychiatry and medication management, music therapy",N,N,REMOVE,https://www.familylifecounselingcenter.com/,HIGH,"The site's own 13-item specialty list (""Individual Therapy, Couples & Marriage Counseling, Family Counseling, Teen & Adolescent Counseling, Play Therapy, Trauma, EMDR & Brainspotting, Anxiety Therapy, Grief Counseling, Christian Counseling, Premarital Counseling, Psychiatry & Medication Management, Telehealth, Music Therapy"") contains no autism or developmental-disability entry, and the only assessment language is that licensed clinicians ""can provide clinical evaluations and diagnoses"" — generic intake diagnosis, not autism evaluation. The record is filed under Lakeland but the organization is Clermont-headquartered with a 352 number, serving Polk as one of three counties."
7060,Floret Counseling,Lakeland,Y,https://www.floretcounseling.com/,"Solo LMHC practice (Julianne Shabetai, LMHC, NCC) — individual counseling for children, teens and young adults specializing in ""anxiety, depression, and life stressors""",N,N,REMOVE,https://www.floretcounseling.com/,HIGH,"The three named service lines are Children Counseling, Teen Counseling and Adult Counseling with a stated focus on ""anxiety, depression, and life stressors"" — no autism, ASD, neurodivergence, or developmental string anywhere, and no testing or evaluation offered. Small site (nav is Home / Contact / More) with no autism mention in the service content, so no second page was needed."
9109,Hope Counseling Centers,Lakeland,Y,https://hopecounselingeap.com/,"Multi-site outpatient counseling center operating since 1994 (Lakeland, Winter Haven, Tampa, Daytona Beach) — individual/family/group therapy, couples and marriage counseling, anger management, addictions, forensic services, plus a psychological testing arm (IQ, achievement, learning disability, gifted, ADHD, personality, adaptive functioning, memory)",N,N,REMOVE,https://hopecounselingeap.com/testing.html,HIGH,"Tracking parameters stripped from the stored URL; despite ""EAP"" in the domain the site describes a general outpatient counseling center since 1994, not an employee-assistance program. Its testing page enumerates nine evaluation types — ""General Psychological, Intelligence, Achievement, Learning Disability, Gifted Identification, Attention-Deficit/Hyperactivity Disorder, Personality, Adaptive Functioning, Memory"" — with no autism protocol, and autism surfaces only inside the Vineland-II instrument's boilerplate population list and once on the separate psychological-testing page as one item in ""anxiety, depression, anger, malingering, addictions, autism and others""; gifted and IQ testing alone is not autism-relevant."
7465,"KINTI COUNSELING, LLC",Lakeland,Y,https://daniela-suarez-ms.clientsecure.me/,"Solo virtual-only bilingual therapy practice (Daniela Suarez Rivera, LMHC, LPCC) licensed in FL and MN — individual psychotherapy (30/45/60 min) and couples counseling for anxiety, depression, trauma, LGBTQIA+ and cultural adjustment",N,N,REMOVE,https://daniela-suarez-ms.clientsecure.me/,MEDIUM,"The stored ""site"" is a SimplePractice booking portal rather than a conventional website, but the published profile is the practice's own content: it lists 26+ treatment areas including ADD/ADHD while autism, ASD, and neurodivergence appear in none of them. Virtual-only talk therapy with no assessment or diagnostic evaluation offered."
