id,name,city,operating,website_found,primary_service,delivers_aba,bcba_found,autism_relevant,recommend,evidence_url,evidence_quality,notes
7392,Gulf Coast Occupational,Clearwater,Y,N,"Occupational HEALTH, not occupational therapy - a physician-run occupational/workplace medicine, workers' comp and infectious-disease clinic (Gulf Coast Occupational & Wellness Center, P.C., Dr. Neelam Uppal)",N,N,N,REMOVE,https://npiregistry.cms.hhs.gov/api/?version=2.1&organization_name=Gulf%20Coast%20Occupational*&state=FL,MEDIUM,"The truncation resolves to occupational HEALTH: the only Gulf Coast Occupational* entity registered in Florida is Gulf Coast Occupational & Wellness Center, P.C. (NPI 1255629986), taxonomy Clinic/Center Multi-Specialty with no OT taxonomy at all, an MD-owned workers' comp and infectious-disease practice - no pediatric setting, no sensory gym, no BCBA, no autism caseload. Caveat: its NPI address is 1407 Gulf-to-Bay Blvd, not the stored 1527 S Missouri Ave (a commercial parcel), and the record has no website, so the address link is unconfirmed - but no pediatric-OT entity of this name exists in Clearwater either way."
6910,Hope Reconstruction Therapy,Clearwater,Y,Y,"Solo outpatient psychotherapy/counseling practice (Marina Skane, LMFT) - CBT, mood disorders, relationship counseling, substance evaluations",N,N,unclear,REMOVE,https://hopereconstruction.com/services,HIGH,"Services page (content differs from home page, so not chrome) lists 'consultations on high-functioning autism' among many general counseling offerings, but the sole clinician is an LMFT with no BCBA and no ABA program. Reservation: the autism mention is a genuine page-specific claim, so this is a judgment call rather than a clean removal."
6741,Learning Independence For Tomorrow - LiFT,Clearwater,Y,Y,"Nonprofit education organization: LiFT Academy K-12 private school, LiFT University postsecondary transition program, and adult training/microbusinesses for neurodiverse students",N,N,Y,KEEP_OTHER,http://www.liftfl.org/,HIGH,"Confirmed rather than assumed: it is both a K-12 school and a postsecondary/adult transition program, not solely adult transition. No ABA or BCBA anywhere on the site; retag as school / life-skills / transition, and note it may also belong in the schools table."
6932,Richard B. Funk Center for Great Expectations,Clearwater,Y,Y,"ABA therapy clinic for children with autism, ages 0-12 (early intervention), operated by The Arc Tampa Bay at 1501 N Belcher Rd",Y,unclear,Y,KEEP_ABA,https://www.thearctb.org/aba-therapy-experts,HIGH,"Credit is to this named program, not the parent Arc's full service list: two program-specific pages identify the Funk Center as the Arc's ABA clinic with '1:1 therapy with a Registered Behavior Technician and/or a BCaBA, with BCBA oversite,' 10-20 hrs/week - distinct from the Arc's separate adult day training, supported employment and residential lines. BCBA and RBT roles are stated but no individual BCBA is named."
10397,Stillwater Therapy,Clearwater,Y,Y,"Outpatient mental-health counseling/psychotherapy group - anxiety, depression, trauma, OCD, couples, postpartum, child & teen therapy",N,N,N,REMOVE,http://www.stillwater-therapy.com/,HIGH,"Discipline established as talk therapy, population is general children/teens/adults; the Clearwater address matches the record (2430 Estancia Blvd Ste 110). Autism is never mentioned and no BCBA appears anywhere on the site."
6498,Sunrise Therapy LLC,Clearwater,Y,Y,"Bilingual (English/Spanish) pediatric speech-language pathology - speech, language, feeding and orofacial myofunctional screenings, evaluations and therapy",N,N,Y,KEEP_OTHER,https://sunrise-therapy.net/services,HIGH,"Confirmed as the Clearwater FL entity, not one of the many same-named Sunrise Therapy businesses nationally, by exact phone match (727) 481-9985 and Pinellas County service area; the services page names Autism Spectrum Disorders as a specialty. Retag as speech-therapy plus feeding-therapy; no SLP is named individually and no BCBA or ABA appears anywhere."
7998,Bee Positive Behavior Services Inc.,Miami,Y,Y,"In-home ABA therapy plus psychological/psychoeducational testing (ASD, ADHD, learning disability, gifted evaluations) and psychotherapy",Y,Y,Y,KEEP_ABA,http://www.beepositivebehaviorservices.com/aba-services,MEDIUM,"BCBA test passed: Lissette Gil is named with BACB certification 1-21-54264, and there is a dedicated in-home ABA service page whose content varies from the home page. Reservation: she is also a school psychologist and LMHC, the ABA page names no RBTs or additional analysts, and no Medicaid ABA billing is shown, so ABA may be a small line beside a testing-led practice."
7985,Grand Health Institute,Miami,Y,Y,"Independent medical clinic: sleep medicine (adult and pediatric), obstructive sleep apnea, neurology, pediatric pulmonology, general/family medicine, telehealth",N,N,N,REMOVE,http://www.grandhealthinstitute.com/,HIGH,"Researched fresh and I reach the same conclusion as the prior audit: no autism, developmental disability, ABA or pediatric-therapy content anywhere, and no health-system parent - the three listed locations (incl. the record's 1717 N Bayshore Dr Ste R217) are its own. The only pediatric angle is pediatric sleep and pulmonology, which is not autism or DD relevance."
8516,Side By Side Behavioral Health,Orlando,Y,Y,"Center- and home-based ABA therapy for children and adolescents with autism - 1:1 comprehensive (25-40 hrs/wk) and focused (10-25 hrs/wk) programs, social skills, feeding, toilet training, parent coaching",Y,unclear,Y,KEEP_ABA,http://www.sidebysidebh.com/services,HIGH,"Three independent signals: a dedicated ABA services page naming autism spectrum disorder, a team page stating BCBAs, BCaBAs and RBTs on staff, and NPI 1427528041 registered under a Behavior Analyst taxonomy at the record's exact address, 2151 Consulate Dr Ste 11, Orlando. Reservation: no individual BCBA is named on the site, so the named-analyst question stays unresolved."
8568,Kaleidoscope Interventions,Palm Bay,Y,Y,ABA therapy and early intervention for autism/developmental disabilities (subsidiary of Puzzle Box Academy),Y,Y,Y,KEEP_ABA,https://www.thepiecefits.com/our-team,HIGH,"Our Team page names four BCBAs (Boganski, Alizo, Listello, Asam), a BCaBA and multiple RBTs, and the services content is ABA-specific rather than footer chrome. Stored website matches the business; multi-site org (Melbourne/Palm Bay/Rockledge) so the Palm Bay address is one of several locations."
8558,Absolute Healthcare LLC,Spring Hill,Y,Y,"Adult primary care / internal medicine clinic (weight loss, physicals, chronic disease, substance abuse, women's health)",N,N,N,REMOVE,https://absolutehealthcare.org/our-services,HIGH,"Two distinct pages (home and services) list only adult primary-care offerings with zero mention of autism, ABA, behavior analysis or pediatrics, and no BCBA anywhere. Business is operating and the stored website matches, but it is an adult primary care practice that does not belong in an autism directory."
6351,Care One of Florida,Spring Hill,Y,Y,"Urgent care / walk-in clinic (incl. pediatric urgent care, physicals, occupational health, X-ray and lab)",N,N,N,REMOVE,http://www.careoneofflorida.com/services,HIGH,"Home page and separate services page both list only urgent-care and occupational-health offerings; no autism, ABA, behavior analysis or BCBA mention anywhere. 'Pediatric urgent care' is episodic acute care, not a developmental-disability service."
6694,Disability Experts of Florida,Spring Hill,Y,Y,"SSDI/SSI disability benefits advocacy and claim representation (non-clinical); staff are NADR-accredited disability representatives, not clinicians",N,N,N,REMOVE,https://disabilityexpertsfl.com/about/,HIGH,"Home and About pages confirm a benefits-representation firm with no clinical services, no BCBA and no autism-specific program; it serves all disability claimants generally. If the directory ever adds a non-clinical family-support/advocacy category this would be a legitimate KEEP_OTHER there, but it is not a service provider and is not autism-specific."
6742,Essential Skills Pediatric Therapy,Spring Hill,Y,Y,"Pediatric speech-language therapy and occupational therapy (sensory processing, AAC, life skills), ages birth-21, clinic setting",N,N,Y,KEEP_OTHER,https://essentialskillstherapy.com/our-team,HIGH,"Team page lists only SLPs/SLPAs, OTs and COTAs with no BCBA or RBT anywhere, so the 'aba' tag is wrong; correct tags are speech-therapy, occupational-therapy and aac. Site is explicitly pediatric (birth-21, sensory/AAC caseload) so it is autism-relevant, though the site never names autism outright."
8798,Kids First Therapy Center,Spring Hill,Y,N,"Pediatric physical, occupational and speech therapy clinic (children)",N,N,Y,KEEP_OTHER,https://fun4naturecoastkids.com/Health-Resources/Occupational-Physical-and-Speech-Therapy/Kids-First-Therapy-Center/View-details,MEDIUM,"No website of its own; kidsfirsttc.com is a same-named but separate Kissimmee company (1040 Kevstin Dr, 407 number) and is NOT this business. Local directory verified 12/2025 lists pediatric PT/OT/speech at 236 Mariner Blvd with the matching 352-683-2120 number; no BCBA or ABA evidence anywhere, so the aba tag should become physical-therapy/occupational-therapy/speech-therapy, and autism relevance is inferred from pediatric developmental therapy rather than stated."
7292,Modern Therapy Works,Spring Hill,Y,N,"General outpatient rehabilitation clinic - physical therapy (primary taxonomy 225100000X, with geriatric and cardiopulmonary specialties), plus OT, speech and respiratory therapy",N,N,N,REMOVE,https://npiprofile.com/npi/1659318889,MEDIUM,"No website; NPI 1659318889 (authorized official Prem J Kumar, PT) is dominated by adult/geriatric PT, hand, ergonomics, neurorehab and cardiopulmonary taxonomies with a Medicare-oriented outpatient listing and no behavior-analyst taxonomy. One secondary pediatric-OT taxonomy exists but nothing establishes a pediatric caseload, setting, or any autism/DD focus, so this is an adult rehab clinic mis-tagged as ABA."
8279,"Nino Richie C. Leetian, OT",Spring Hill,unclear,N,Individual occupational therapist practicing in a senior-living/skilled-nursing setting - generic OT (225X00000X) plus GERONTOLOGY specialty (225XG0600X),N,N,N,REMOVE,https://npiprofile.com/npi/1699907808,HIGH,"TRAP 3 confirmed: NPI 1699907808 carries a gerontology OT taxonomy (not 225XP0200X pediatric) and the practice address 7030 Evergreen Woods Trail is inside the Evergreen Woods senior-living/skilled-nursing campus (7045 Evergreen Woods Trail is the SNF), so the setting and caseload are geriatric, not a pediatric sensory gym. No website, no BCBA, no autism/DD relevance; NPPES record last updated 2010 so current operating status is unclear, but placement in this directory is wrong either way."
8667,Pathway to Purpose Care Services,Spring Hill,Y,Y,"Outpatient mental-health counseling (individual, marriage/family, substance abuse), anger management, life coaching, and Medicaid mental-health targeted case management",N,N,N,REMOVE,https://www.pathwaytopurposecareservices.com/service-page/targeted-case-management,HIGH,"Loaded home page and the targeted-case-management service page; neither mentions autism, developmental disability, ABA, or any BCBA/RBT — this is a general counseling and case-management practice serving ages 3-85. The 'aba' tag appears to be pure bulk-import artifact."
7221,Ready Set Grow,Spring Hill,unclear,N,"UNCLEAR — local listings and an NPI-derived aggregator profile point to a multi-discipline therapy practice (OT, PT, speech, behavior analysis, art/massage/dance therapy), but nothing provider-specific confirms it",unclear,N,unclear,UNCLEAR,https://www.vitadox.com/practice/spring-hill-fl-34609/ready-set-grow-llc/nMhSqG4W5jpXuC84J7N7XM,LOW,"NO WEBSITE FOUND — the only Ready Set Grow site that loads (rsgkidstherapy.com) is a New Jersey pediatric OT practice, unrelated; the Facebook page is robots-blocked. Only signal is an NPI-taxonomy aggregator stub (NPI 1518217629) at a DIFFERENT address (13790 Rudi Loop, 34609, not 2939 Landover Blvd, 34608) naming only an OT, no BCBA — too thin to keep the ABA tag."
7022,The Arc - Education Center and Regional Evacuation Shelter,Spring Hill,Y,Y,"Adult day training / life-skills and vocational program plus group-home residential supports for adults with intellectual and developmental disabilities (The Arc Nature Coast); the site is an education/day center and special-needs regional evacuation shelter, NOT a K-12 or private school",N,N,Y,KEEP_OTHER,https://www.tancinc.org/services,HIGH,"Loaded home and services pages: programs are life skills, day training/employment, residential, transportation and family support for adults with IDD — no ABA, no behavior-analysis program, no BCBA named anywhere. Record address (6495 Mariner Blvd) is a satellite site, not the org HQ listed on the site (15782 Little Ranch Rd), but the phone (727) 619-0700 matches exactly."
8870,The LaPorta Center,Spring Hill,Y,Y,"Solo licensed clinical psychology practice (Louis T. LaPorta, PsyD) — psychological evaluations/assessments and individual, group, family and couples psychotherapy for anxiety, depression, trauma, substance abuse, eating disorders",N,N,N,REMOVE,http://thelaportacenter.net/,HIGH,"Classic BCBA-test failure: a PsyD psychologist using behavioral/clinical methods is not an ABA provider, and the site names no BCBA or RBT and never mentions autism, ADOS, or developmental disability. Caveat — the /services subpage 404s, so I could not rule out unadvertised autism diagnostic evaluations, but nothing on the loaded pages or listings suggests any."
10371,Vincent Academy Adventure Coast,Spring Hill,unclear,Y,Clubhouse-model psychosocial rehabilitation for ADULTS WITH MENTAL ILLNESS — social/vocational skills training and supported employment; despite the name it is not a school and not an ABA provider,N,N,N,REMOVE,"https://www.causeiq.com/organizations/vincent-academy-adventure-coast,815253878/",MEDIUM,"IRS-registered mission (EIN 81-5253878) is to help 'individuals with a mental illness' improve social/vocational skills and get employed — a mental-health clubhouse, not autism or DD, and no BCBA or behavior-analysis program anywhere. WEBSITE MISMATCH: the stored URL vincenthouse.org belongs to the affiliated parent clubhouse (Van Gogh's Palette Inc. dba Vincent House, Pinellas/Pasco/Hernando) and never mentions this Spring Hill entity, whose own registration lists Dade City — current operating status at 7473 Forest Oaks Blvd is unconfirmed."
7293,Virtus Health,Spring Hill,Y,Y,"Center-based and in-home ABA therapy for autism, plus early intervention, autism testing/diagnosis and parent training — an 11-location multi-state ABA company (HQ Sarasota FL)",Y,unclear,Y,KEEP_ABA,https://www.virtus.health/locations,HIGH,"TRAP 2 does NOT apply — Virtus Health is an independent ABA company, not a hospital-system affiliate, and the locations page names 260 Mariner Blvd, Spring Hill FL 34609 as its own clinic (page-specific content, not site chrome). Only reservation: the about page asserts 'our experienced Board Certified Behavior Analysts (BCBAs) lead our team' without naming any individual, so the BCBA is generic rather than a named clinician; dedicated ABA service pages and a center network supply the second signal."
7573,Therapeutic Learning Center,St. Augustine,Y,Y,The Arc of the St. Johns' Therapeutic Learning Center — a free public charter preschool for children 2.5-5 with special needs that ALSO runs a distinct clinical ABA program (age bands 18 months through adult) billed to Medicaid and commercial insurance,Y,unclear,Y,KEEP_ABA,https://www.arcsj.org/tlc/aba/,HIGH,"Passes the schools rule: the ABA program is explicitly run 'separately from school-based IEP services' and is open to children not enrolled at TLC, with Medicaid/Cigna/Aetna/UHC/Florida Blue/Tricare ABA billing as the second signal. Reservation: BCBAs are referenced only generically ('guided by Board Certified Behavior Analysts') with no individual named, and the program serves a broad developmental/behavioral population rather than autism exclusively."
7459,Behavior Management Consultants - 4820 Kerry Forest Pkwy,Tallahassee,Y,Y,"Clinic-, home- and school-based ABA therapy and behavior consultation for children with autism and related developmental needs, plus adult behavior support (four sites across FL and Valdosta GA; operating since 1980)",Y,Y,Y,KEEP_ABA,https://bmcsoutheast.com/tallahassee/,HIGH,"Stripped the utm_source/utm_medium/utm_campaign parameters from the stored URL. Passes the BCBA test with a second signal: the location-specific Tallahassee page (page-specific content, not chrome) names leaders Dr. Baker Wright, Meredith McMillan and Becky Cassell over a roster of BCBAs AND RBTs and lists ABA payers including APD MedWaiver and BCBS — but ADDRESS MISMATCH: that page gives the Tallahassee clinic as 2928 Wellington Cir, not the stored 4820 Kerry Forest Pkwy, so the record likely needs a relocation update."
6703,Bright Kids Behavior Inc.,West Palm Beach,Y,Y,"ABA therapy for children with autism, ADHD and developmental delays (center, home and community based)",Y,unclear,Y,KEEP_ABA,https://brightkidsbehavior.com/aba/,HIGH,"Dedicated ABA-only site (home page and /aba/ page differ, so ABA content is not chrome) and NPI 1851977904 lists taxonomy 'Behavior Analyst' at the same 1490 S Military Trl address, owner Yanisley Morales Valdivia. No individual BCBA is named anywhere on the site - only a generic 'our BCBAs, BCaBAs and RBTs' claim - so the named-BCBA test is unmet even though the ABA evidence is otherwise strong."
6869,Coral Behavioral Services,West Palm Beach,unclear,N,"Behavior-analysis line of business registered as a DBA of Coral Injury Center Inc, a medical/mental-health clinic; actual service content unverifiable",unclear,N,unclear,UNCLEAR,https://npiregistry.cms.hhs.gov/api/?version=2.1&organization_name=Coral+Injury+Center*&limit=5,MEDIUM,"The stored site coralbehavioral.com 302-redirects to arearemodelinginc.net, so the domain has lapsed and no provider-specific page could be loaded; NPI 1912671652 shows 'CORAL BEHAVIORAL SERVICES' as a DBA of Coral Injury Center Inc with Behavior Analyst taxonomy at the exact CSV address and phone, last updated 2022. No BCBA is named anywhere and nothing ties it to autism or DD - the parent entity is an injury/medical clinic that also holds Clinic/Center and Mental Health NPIs, so ABA delivery is registration-only and unconfirmed."
10376,Kokoro Care,West Palm Beach,Y,Y,"ABA therapy (in-home, in-school, community-based) alongside outpatient mental health counseling",Y,Y,Y,KEEP_ABA,https://kokorocare.org/,HIGH,"Named BCBA - Clinical Director Sachie Tamayo, M.S., LMHC, BCBA, NCC - plus three distinct dedicated ABA service pages (in-home/in-school/community) and explicit ASD, Down syndrome and ADHD population language, so the ABA content is not chrome. Caveat: the practice is dual counseling/ABA and the only named clinician is an LMHC who also holds the BCBA; no RBT staff or Medicaid ABA billing was confirmed, and the CSV address 605 Belvedere Rd matches the site (Ste 7)."
6595,Life Skills Development LLC,West Palm Beach,Y,Y,"Anger-management classes, life/relationship coaching and spiritual coaching for adults - not a healthcare or developmental-disability service",N,N,N,REMOVE,http://www.lifeskillsdevelopmentsuccess.com/,HIGH,"Site is Dr. Heidi McFarlane's adult anger-management and life-coaching practice (6- and 12-week anger courses, couples programs, ordained-minister spiritual coaching); the CSV phone (561) 247-0719 matches, confirming it is the same entity. Zero mention of autism, ABA, BCBA or developmental disabilities anywhere, and no street address is published - the 'life skills' name is what got it bulk-tagged."
6646,Novaluna Mental Health,West Palm Beach,Y,Y,Adult outpatient psychiatry (medication management) and CBT/EMDR/ACT counseling,N,N,N,REMOVE,https://www.novalunamentalhealth.com/,HIGH,"Named staff are two PMHNP-BCs (founder Dahiana Rafailovitc, Judith Devallon) and an LMHC (Clayton Vogele) - no BCBA, no RBTs, no ABA service page anywhere on the site. Conditions listed are depression, anxiety, bipolar, ADHD, PTSD, schizophrenia and substance use; autism is never mentioned, so this is general mental health and fails the BCBA test outright."
7407,Prisma Behavioral Center,West Palm Beach,Y,Y,"ABA therapy (assessment, behavior support plans, communication and social skills training, parent training) in center, home and school",Y,unclear,Y,KEEP_ABA,https://npiregistry.cms.hhs.gov/api/?version=2.1&number=1437841467,HIGH,"NPI 1437841467 'Prisma Behavioral Center LLC' carries the Behavior Analyst taxonomy (103K00000X) at the exact CSV address 1696 S Military Trail, and the site's home and About pages both describe ABA as the whole business rather than a chrome list. No individual BCBA is named - only 'BACB Certified Clinicians' generically - and the authorized official (CEO Alain Perez de Alejo) shows no listed credential; own site prismabc.com."
6631,Psych Pro Centers,West Palm Beach,Y,Y,Bilingual outpatient mental health counseling / psychology practice (per the site's own page titles),N,N,unclear,REMOVE,https://psychprocenters.com/contact-us,MEDIUM,"Both the home page and /contact-us returned HTTP 200 but rendered no body text (JS-only site), so the verdict rests on the site's own indexed titles - 'Expert Bilingual Mental Health Services | Psychologists at Psych Pro Centers' and 'Contact Psych Pro Centers | Expert Mental Health Counseling' - plus the absence of any ABA/BCBA/autism association in search and no matching Behavior Analyst NPI (the only 'Psych Pro' NPI is a psych nurse practitioner in Hollywood FL, a different entity). Psychologists applying behavioral methods are not ABA providers; if the directory wants to keep it, someone should confirm by phone whether they do autism evaluations."
